label.name,label.count,highertaxon,htmlcolorcode,label.perc
Cranchiidae,2,Mollusca,#FF1E8A,0.5376344086021506
Halitrephes maasi,1,Hydrozoa,#2F2FFF,0.2688172043010753
Deepstaria reticulum,1,Cnidaria,#FF983A,0.2688172043010753
Vinciguerria,5,Pisciformes,#71FFFF,1.3440860215053763
Stomias,3,Pisciformes,#69FFFF,0.8064516129032258
Thetys vagina,1,Urochordata,#FF6868,0.2688172043010753
Oikopleuridae,12,Urochordata,#FF5959,3.225806451612903
Planctoteuthis,1,Mollusca,#FF439C,0.2688172043010753
Erenna,1,Siphonophorae,#d4d4d4,0.2688172043010753
Apolemia rubriversa,1,Siphonophorae,#3b3b3b,0.2688172043010753
Vogtia serrata,1,Siphonophorae,#171717,0.2688172043010753
Solmundella bitentaculata,2,Hydrozoa,#4E4EFF,0.5376344086021506
Sternoptychidae,1,Pisciformes,#66FFFF,0.2688172043010753
Teleostei,1,Pisciformes,#6CFFFF,0.2688172043010753
Salpidae,2,Urochordata,#FF6565,0.5376344086021506
Solmundella,1,Hydrozoa,#4D4DFF,0.2688172043010753
Peniagone,1,Echinodermata,#FF934A,0.2688172043010753
Euphausiidae,2,Crustacea,#483c32,0.5376344086021506
Sapphirina,1,Crustacea,#9C622B,0.2688172043010753
Lampocteis,1,Ctenophora,#FFFF3D,0.2688172043010753
Sergestidae,1,Crustacea,#a35015,0.2688172043010753
Siphonophorae,8,Siphonophorae,#050505,2.1505376344086025
Halicreas,1,Hydrozoa,#2929FF,0.2688172043010753
Myctophidae,1,Pisciformes,#4DFFFF,0.2688172043010753
Anthoathecata,1,Hydrozoa,#1616FF,0.2688172043010753
Lampanyctus,1,Pisciformes,#3FFFFF,0.2688172043010753
Mertensiidae,1,Ctenophora,#FFFF46,0.2688172043010753
Poeobius meseres,1,Annelida,#FF17FF,0.2688172043010753
Nemichthys,1,Pisciformes,#52FFFF,0.2688172043010753
Halicreatidae,2,Hydrozoa,#2B2BFF,0.5376344086021506
Siphonophorida,1,Crustacea,#a52a2a,0.2688172043010753
Forskalia,1,Siphonophorae,#b0b0b0,0.2688172043010753
Crustacea,7,Crustacea,#0D386F,1.881720430107527
Narcomedusae,1,Hydrozoa,#3737FF,0.2688172043010753
Cephalopoda,1,Mollusca,#FF1183,0.2688172043010753
Cnidaria,2,Cnidaria,#FF800A,0.5376344086021506
Munnopsididae,1,Crustacea,#875632,0.2688172043010753
Polychaeta,6,Annelida,#FF18FF,1.6129032258064515
Tomopteris,2,Annelida,#FF1EFF,0.5376344086021506
Coelodendridae,1,Rhizaria,#0BFF0B,0.2688172043010753
Desmophyes haematogaster,1,Siphonophorae,#a7a7a7,0.2688172043010753
Sternoptyx,2,Pisciformes,#68FFFF,0.5376344086021506
Bathyctena,1,Ctenophora,#FFFF13,0.2688172043010753
Medusozoa,17,Cnidaria,#FF891D,4.56989247311828
Bathykorus,1,Hydrozoa,#1818FF,0.2688172043010753
Bolitaena,2,Mollusca,#FF0F82,0.5376344086021506
Haliscera,1,Hydrozoa,#2C2CFF,0.2688172043010753
Serrivomer,2,Pisciformes,#60FFFF,0.5376344086021506
Beroe,2,Ctenophora,#FFFF17,0.5376344086021506
Oikopleura,5,Urochordata,#FF5858,1.3440860215053763
Prayinae,1,Siphonophorae,#444444,0.2688172043010753
Praya,2,Siphonophorae,#686868,0.5376344086021506
Aegina citrea,1,Hydrozoa,#0B0BFF,0.2688172043010753
Isopoda,1,Crustacea,#74431D,0.2688172043010753
Lopadorhynchus,1,Annelida,#FF12FF,0.2688172043010753
Magnisudis,1,Pisciformes,#44FFFF,0.2688172043010753
Octopoda,2,Mollusca,#FF2A90,0.5376344086021506
Nemertea,1,Nemertea,#FF24FF,0.2688172043010753
