label.name,label.count,highertaxon,htmlcolorcode,label.perc
Lampanyctus,1,Pisciformes,#3FFFFF,0.08460236886632826
Nemichthys,5,Pisciformes,#52FFFF,0.4230118443316413
Hydrozoa,8,Hydrozoa,#3131FF,0.676818950930626
Periphyllopsis braueri,2,Cnidaria,#FF8F28,0.1692047377326565
Mertensiidae,2,Ctenophora,#FFFF46,0.1692047377326565
Halicreatidae,21,Hydrozoa,#2B2BFF,1.7766497461928936
Siphonophorida,1,Crustacea,#a52a2a,0.08460236886632826
Forskalia,1,Siphonophorae,#b0b0b0,0.08460236886632826
Crustacea,21,Crustacea,#0D386F,1.7766497461928936
Vogtia,1,Siphonophorae,#0e0e0e,0.08460236886632826
Serrivomer,7,Pisciformes,#60FFFF,0.5922165820642978
Cnidaria,10,Cnidaria,#FF800A,0.8460236886632826
Cephalopoda,3,Mollusca,#FF1183,0.25380710659898476
Coronatae,2,Cnidaria,#FF8617,0.1692047377326565
Munnopsididae,4,Crustacea,#875632,0.338409475465313
Coelodendridae,1,Rhizaria,#0BFF0B,0.08460236886632826
Desmophyes haematogaster,1,Siphonophorae,#a7a7a7,0.08460236886632826
Desmophyes,2,Siphonophorae,#959595,0.1692047377326565
Octopoda,5,Mollusca,#FF2A90,0.4230118443316413
Ocythoe tuberculata,1,Mollusca,#FF2C91,0.08460236886632826
Eukrohnia,5,Chaetognatha,#FF2EFF,0.4230118443316413
Medusozoa,35,Cnidaria,#FF891D,2.961082910321489
Calycophorae,1,Siphonophorae,#565656,0.08460236886632826
Marrus orthocanna,2,Siphonophorae,#c2c2c2,0.1692047377326565
Magnisudis,5,Pisciformes,#44FFFF,0.4230118443316413
Tomopteridae,1,Annelida,#FF1DFF,0.08460236886632826
Bargmannia,2,Siphonophorae,#3b3b3b,0.1692047377326565
Periphylla,1,Cnidaria,#FF8D24,0.08460236886632826
Thaliacea,2,Urochordata,#FF6767,0.1692047377326565
Caridea,4,Crustacea,#2D1D16,0.338409475465313
Doliolidae,4,Urochordata,#FF4848,0.338409475465313
Pseudusa bostigrinus,2,Urochordata,#FF5D5D,0.1692047377326565
Teuthoidea,2,Mollusca,#FF3796,0.1692047377326565
Periphyllopsis,1,Cnidaria,#FF8E27,0.08460236886632826
Aegina,6,Hydrozoa,#0A0AFF,0.5076142131979695
Doliolidina,1,Urochordata,#FF7272,0.08460236886632826
Pseudusa,2,Urochordata,#FF5C5C,0.1692047377326565
Salpa,1,Urochordata,#FF6363,0.08460236886632826
Isopoda,3,Crustacea,#74431D,0.25380710659898476
Trachymedusae,1,Hydrozoa,#5353FF,0.08460236886632826
Oikopleura,28,Urochordata,#FF5858,2.3688663282571913
Prayinae,3,Siphonophorae,#444444,0.25380710659898476
Doliolina,1,Urochordata,#FF4949,0.08460236886632826
Leptomenaeus,2,Crustacea,#7F664A,0.1692047377326565
Oreosomatidae,1,Pisciformes,#56FFFF,0.08460236886632826
Sternoptyx,2,Pisciformes,#68FFFF,0.1692047377326565
Bathykorus,2,Hydrozoa,#1818FF,0.1692047377326565
Bolitaena,5,Mollusca,#FF0F82,0.4230118443316413
Haliscera,1,Hydrozoa,#2C2CFF,0.08460236886632826
Beroe,2,Ctenophora,#FFFF17,0.1692047377326565
Cypridinidae,3,Crustacea,#311609,0.25380710659898476
Coccorella atrata,1,Pisciformes,#24FFFF,0.08460236886632826
Aeginidae,1,Hydrozoa,#0D0DFF,0.08460236886632826
Stomiidae,1,Pisciformes,#6AFFFF,0.08460236886632826
Chiroteuthis,1,Mollusca,#FF1384,0.08460236886632826
Deepstaria,1,Cnidaria,#FF8719,0.08460236886632826
Crossota,1,Hydrozoa,#2222FF,0.08460236886632826
Lopadorhynchus,2,Annelida,#FF12FF,0.1692047377326565
Praya,2,Siphonophorae,#686868,0.1692047377326565
Scina,1,Crustacea,#A17544,0.08460236886632826
